opp_id,action,executed_ts,success,recovered_minor,cost_minor,decided_by
opp_gen_0000222,send_payment_link,2026-01-03T00:48:53.906118+00:00,1,443837,1500,legacy_ops
opp_gen_0000225,send_payment_link,2026-01-03T01:02:53.580917+00:00,0,0,1500,legacy_ops
opp_gen_0000226,send_reminder,2026-01-03T02:50:22.303938+00:00,0,0,300,legacy_ops
opp_gen_0000227,send_payment_link,2026-01-03T16:11:42.476106+00:00,0,0,1500,legacy_ops
opp_gen_0000228,send_payment_link,2026-01-03T09:48:49.205758+00:00,1,540746,1500,legacy_ops
opp_gen_0000233,send_payment_link,2026-01-03T03:57:59.226829+00:00,0,0,1500,legacy_ops
opp_gen_0000235,send_reminder,2026-01-03T19:17:04.328778+00:00,1,38928,300,legacy_ops
opp_gen_0000242,send_reminder,2026-01-03T05:56:09.376810+00:00,0,0,300,legacy_ops
opp_gen_0000244,send_reminder,2026-01-03T13:12:22.858106+00:00,0,0,300,legacy_ops
opp_gen_0000250,send_reminder,2026-01-03T00:33:39.676157+00:00,1,130049,300,legacy_ops
opp_gen_0000251,send_payment_link,2026-01-03T04:53:30.982137+00:00,0,0,1500,legacy_ops
opp_gen_0000261,send_payment_link,2026-01-03T08:00:02.956434+00:00,0,0,1500,legacy_ops
opp_gen_0000262,send_payment_link,2026-01-03T11:51:51.025798+00:00,0,0,1500,legacy_ops
opp_gen_0000264,send_reminder,2026-01-03T00:56:43.491691+00:00,1,193524,300,legacy_ops
opp_gen_0000265,send_payment_link,2026-01-03T16:41:14.772456+00:00,0,0,1500,legacy_ops
opp_gen_0000266,wait_for_native_retry,2026-01-03T09:40:05.410969+00:00,0,0,0,legacy_ops
opp_gen_0000267,send_payment_link,2026-01-03T07:14:14.384929+00:00,1,53423,1500,legacy_ops
opp_gen_0000268,send_reminder,2026-01-03T07:40:57.398909+00:00,1,96101,300,legacy_ops
opp_gen_0000271,send_reminder,2026-01-03T22:03:40.549918+00:00,0,0,300,legacy_ops
opp_gen_0000272,send_payment_link,2026-01-03T20:44:20.452670+00:00,1,647479,1500,legacy_ops
opp_gen_0000273,send_reminder,2026-01-03T04:06:47.634545+00:00,0,0,300,legacy_ops
opp_gen_0000275,send_reminder,2026-01-03T08:19:24.613856+00:00,1,844727,300,legacy_ops
opp_gen_0000279,send_payment_link,2026-01-03T15:06:14.688312+00:00,1,142471,1500,legacy_ops
opp_gen_0000283,wait_for_native_retry,2026-01-03T07:22:53.841453+00:00,1,338539,0,legacy_ops
opp_gen_0000293,send_payment_link,2026-01-03T09:50:48.106601+00:00,1,214500,1500,legacy_ops
opp_gen_0000294,send_payment_link,2026-01-03T16:29:38.435822+00:00,1,49504,1500,legacy_ops
opp_gen_0000295,prompt_card_change,2026-01-03T16:03:11.991095+00:00,0,0,2000,legacy_ops
opp_gen_0000297,send_payment_link,2026-01-03T17:29:47.242401+00:00,0,0,1500,legacy_ops
opp_gen_0000298,send_payment_link,2026-01-03T23:33:14.493071+00:00,0,0,1500,legacy_ops
opp_gen_0000299,send_payment_link,2026-01-03T22:11:50.056269+00:00,0,0,1500,legacy_ops
opp_gen_0000301,send_reminder,2026-01-03T20:57:51.599027+00:00,1,68429,300,legacy_ops
opp_gen_0000308,send_payment_link,2026-01-03T18:07:17.773277+00:00,1,2873134,1500,legacy_ops
opp_gen_0000312,send_payment_link,2026-01-03T00:34:35.808493+00:00,0,0,1500,legacy_ops
opp_gen_0000315,send_reminder,2026-01-03T01:32:29.221904+00:00,0,0,300,legacy_ops
opp_gen_0000316,send_reminder,2026-01-03T10:58:10.507960+00:00,1,277840,300,legacy_ops
opp_gen_0000317,send_payment_link,2026-01-03T01:24:48.100202+00:00,1,3308906,1500,legacy_ops
opp_gen_0000324,send_reminder,2026-01-04T12:18:55.148354+00:00,1,179518,300,legacy_ops
opp_gen_0000329,send_reminder,2026-01-04T14:03:14.950634+00:00,0,0,300,legacy_ops
opp_gen_0000332,send_reminder,2026-01-04T17:08:59.634770+00:00,1,306824,300,legacy_ops
opp_gen_0000334,send_reminder,2026-01-04T23:23:31.457751+00:00,1,111037,300,legacy_ops
opp_gen_0000336,send_payment_link,2026-01-04T08:31:21.482129+00:00,1,1118510,1500,legacy_ops
opp_gen_0000337,prompt_card_change,2026-01-04T22:42:02.644409+00:00,0,0,2000,legacy_ops
opp_gen_0000343,send_reminder,2026-01-04T16:25:14.976400+00:00,1,165980,300,legacy_ops
opp_gen_0000346,send_payment_link,2026-01-04T16:26:59.212447+00:00,0,0,1500,legacy_ops
opp_gen_0000351,send_payment_link,2026-01-04T08:21:27.145732+00:00,0,0,1500,legacy_ops
opp_gen_0000353,send_reminder,2026-01-04T10:01:45.388800+00:00,1,93255,300,legacy_ops
opp_gen_0000355,send_payment_link,2026-01-04T22:36:25.170515+00:00,0,0,1500,legacy_ops
opp_gen_0000356,send_reminder,2026-01-04T15:46:21.938375+00:00,0,0,300,legacy_ops
opp_gen_0000361,send_reminder,2026-01-04T03:18:51.819202+00:00,1,37418,300,legacy_ops
opp_gen_0000362,send_reminder,2026-01-04T10:13:44.204952+00:00,0,0,300,legacy_ops
opp_gen_0000367,send_payment_link,2026-01-04T23:46:46.691581+00:00,1,126767,1500,legacy_ops
opp_gen_0000370,send_reminder,2026-01-04T08:53:47.856358+00:00,1,54400,300,legacy_ops
opp_gen_0000374,send_reminder,2026-01-04T14:47:10.965669+00:00,0,0,300,legacy_ops
opp_gen_0000378,send_payment_link,2026-01-04T05:11:39.769568+00:00,0,0,1500,legacy_ops
opp_gen_0000379,send_payment_link,2026-01-04T01:35:05.588001+00:00,1,131902,1500,legacy_ops
opp_gen_0000384,send_reminder,2026-01-04T08:53:56.812743+00:00,0,0,300,legacy_ops
opp_gen_0000390,send_reminder,2026-01-04T03:53:55.468476+00:00,0,0,300,legacy_ops
opp_gen_0000396,send_payment_link,2026-01-04T02:33:00.842363+00:00,1,1129305,1500,legacy_ops
opp_gen_0000401,send_reminder,2026-01-04T13:41:59.116620+00:00,1,35277,300,legacy_ops
opp_gen_0000404,send_payment_link,2026-01-04T18:51:07.022675+00:00,1,680640,1500,legacy_ops
opp_gen_0000407,send_reminder,2026-01-04T22:38:45.283015+00:00,1,42784,300,legacy_ops
opp_gen_0000412,send_reminder,2026-01-04T02:47:58.573306+00:00,0,0,300,legacy_ops
opp_gen_0000425,send_payment_link,2026-01-04T09:56:58.311008+00:00,1,81132,1500,legacy_ops
opp_gen_0000427,prompt_card_change,2026-01-04T19:56:38.050895+00:00,1,640333,2000,legacy_ops
opp_gen_0000428,send_reminder,2026-01-04T07:37:04.723835+00:00,1,228601,300,legacy_ops
opp_gen_0000432,send_payment_link,2026-01-04T08:02:44.407101+00:00,1,2464061,1500,legacy_ops
opp_gen_0000436,send_reminder,2026-01-04T12:23:39.301381+00:00,0,0,300,legacy_ops
opp_gen_0000441,send_payment_link,2026-01-04T04:44:16.291469+00:00,0,0,1500,legacy_ops
opp_gen_0000446,send_reminder,2026-01-04T22:15:51.463198+00:00,1,97184,300,legacy_ops
opp_gen_0000448,send_payment_link,2026-01-04T22:35:12.793518+00:00,0,0,1500,legacy_ops
opp_gen_0000449,send_payment_link,2026-01-04T07:21:50.411550+00:00,1,1239140,1500,legacy_ops
opp_gen_0000453,send_payment_link,2026-01-04T02:27:12.932704+00:00,1,630450,1500,legacy_ops
opp_gen_0000455,send_reminder,2026-01-04T02:02:45.638131+00:00,0,0,300,legacy_ops
opp_gen_0000461,send_payment_link,2026-01-04T03:04:44.065544+00:00,1,1126338,1500,legacy_ops
opp_gen_0000472,send_payment_link,2026-01-04T01:30:36.046080+00:00,1,880949,1500,legacy_ops
opp_gen_0000479,send_reminder,2026-01-04T21:07:06.287324+00:00,0,0,300,legacy_ops
opp_gen_0000481,send_payment_link,2026-01-04T04:36:53.168655+00:00,1,251822,1500,legacy_ops
opp_gen_0000483,send_payment_link,2026-01-05T08:27:12.471692+00:00,0,0,1500,legacy_ops
opp_gen_0000486,send_reminder,2026-01-05T08:30:01.283907+00:00,1,210956,300,legacy_ops
opp_gen_0000487,send_reminder,2026-01-05T14:15:01.744130+00:00,1,142083,300,legacy_ops
opp_gen_0000490,send_reminder,2026-01-05T16:02:29.893776+00:00,0,0,300,legacy_ops
opp_gen_0000492,send_payment_link,2026-01-05T12:47:12.464059+00:00,1,71112,1500,legacy_ops
opp_gen_0000494,send_payment_link,2026-01-05T09:48:48.731021+00:00,0,0,1500,legacy_ops
opp_gen_0000503,send_payment_link,2026-01-05T19:22:22.061302+00:00,1,1437872,1500,legacy_ops
opp_gen_0000506,send_reminder,2026-01-05T01:58:46.737066+00:00,0,0,300,legacy_ops
opp_gen_0000519,send_payment_link,2026-01-05T22:48:10.985523+00:00,1,120276,1500,legacy_ops
opp_gen_0000524,send_payment_link,2026-01-05T03:13:21.019717+00:00,0,0,1500,legacy_ops
opp_gen_0000525,send_payment_link,2026-01-05T05:15:10.324195+00:00,0,0,1500,legacy_ops
opp_gen_0000528,send_payment_link,2026-01-05T15:37:34.327214+00:00,0,0,1500,legacy_ops
opp_gen_0000535,prompt_card_change,2026-01-05T14:30:42.732090+00:00,1,155663,2000,legacy_ops
opp_gen_0000537,send_payment_link,2026-01-05T16:00:25.225173+00:00,1,178804,1500,legacy_ops
opp_gen_0000539,wait_for_native_retry,2026-01-05T20:10:31.874847+00:00,1,901705,0,legacy_ops
opp_gen_0000540,send_payment_link,2026-01-05T23:23:57.608512+00:00,0,0,1500,legacy_ops
opp_gen_0000547,send_payment_link,2026-01-05T11:22:26.803694+00:00,0,0,1500,legacy_ops
opp_gen_0000558,send_payment_link,2026-01-05T06:17:29.121187+00:00,1,1406176,1500,legacy_ops
opp_gen_0000563,send_reminder,2026-01-05T07:30:13.991567+00:00,0,0,300,legacy_ops
opp_gen_0000572,send_reminder,2026-01-05T02:09:32.808408+00:00,1,395510,300,legacy_ops
opp_gen_0000579,send_reminder,2026-01-06T10:27:35.219737+00:00,1,433786,300,legacy_ops
opp_gen_0000584,send_payment_link,2026-01-06T02:54:15.585579+00:00,0,0,1500,legacy_ops
opp_gen_0000591,send_payment_link,2026-01-06T05:45:41.594838+00:00,1,2848828,1500,legacy_ops
opp_gen_0000595,send_payment_link,2026-01-06T16:17:44.022315+00:00,0,0,1500,legacy_ops
opp_gen_0000598,send_reminder,2026-01-06T04:01:04.905683+00:00,1,87112,300,legacy_ops
opp_gen_0000607,send_payment_link,2026-01-06T10:14:36.724997+00:00,1,237216,1500,legacy_ops
opp_gen_0000608,send_payment_link,2026-01-06T06:19:58.250359+00:00,0,0,1500,legacy_ops
opp_gen_0000616,send_payment_link,2026-01-06T17:22:14.434620+00:00,0,0,1500,legacy_ops
opp_gen_0000617,wait_for_native_retry,2026-01-06T16:54:58.845117+00:00,0,0,0,legacy_ops
opp_gen_0000619,send_payment_link,2026-01-06T09:17:35.787434+00:00,1,576045,1500,legacy_ops
opp_gen_0000621,send_payment_link,2026-01-06T12:59:28.283313+00:00,1,133553,1500,legacy_ops
opp_gen_0000624,send_payment_link,2026-01-06T10:36:51.969545+00:00,1,952330,1500,legacy_ops
opp_gen_0000627,send_reminder,2026-01-06T02:05:17.120279+00:00,1,174798,300,legacy_ops
opp_gen_0000634,send_payment_link,2026-01-06T00:42:43.827783+00:00,0,0,1500,legacy_ops
opp_gen_0000635,prompt_card_change,2026-01-06T18:40:48.220906+00:00,1,1326297,2000,legacy_ops
opp_gen_0000644,send_payment_link,2026-01-06T02:28:00.101624+00:00,0,0,1500,legacy_ops
opp_gen_0000645,send_payment_link,2026-01-06T04:39:26.597190+00:00,1,285918,1500,legacy_ops
opp_gen_0000647,send_payment_link,2026-01-06T08:03:13.547067+00:00,1,40721,1500,legacy_ops
opp_gen_0000652,send_reminder,2026-01-06T06:44:02.668002+00:00,0,0,300,legacy_ops
opp_gen_0000653,send_payment_link,2026-01-06T17:42:24.377860+00:00,1,819725,1500,legacy_ops
opp_gen_0000655,send_payment_link,2026-01-06T11:15:00.879099+00:00,1,105730,1500,legacy_ops
opp_gen_0000657,send_reminder,2026-01-06T14:54:45.182298+00:00,0,0,300,legacy_ops
opp_gen_0000663,send_payment_link,2026-01-06T07:48:44.030603+00:00,0,0,1500,legacy_ops
opp_gen_0000664,send_payment_link,2026-01-06T22:07:52.926933+00:00,0,0,1500,legacy_ops
opp_gen_0000668,send_reminder,2026-01-07T00:38:47.938281+00:00,0,0,300,legacy_ops
opp_gen_0000678,send_reminder,2026-01-07T07:22:51.692925+00:00,0,0,300,legacy_ops
opp_gen_0000683,send_payment_link,2026-01-07T09:43:49.796801+00:00,0,0,1500,legacy_ops
opp_gen_0000687,send_reminder,2026-01-07T12:32:56.381258+00:00,1,154100,300,legacy_ops
opp_gen_0000691,send_reminder,2026-01-07T10:52:15.727309+00:00,1,389590,300,legacy_ops
opp_gen_0000692,send_payment_link,2026-01-07T20:35:03.878122+00:00,1,191208,1500,legacy_ops
opp_gen_0000700,send_payment_link,2026-01-07T03:07:15.828496+00:00,0,0,1500,legacy_ops
opp_gen_0000702,send_reminder,2026-01-07T09:29:23.781131+00:00,1,241781,300,legacy_ops
opp_gen_0000704,send_payment_link,2026-01-07T04:02:49.332871+00:00,0,0,1500,legacy_ops
opp_gen_0000709,send_payment_link,2026-01-07T01:02:59.874030+00:00,0,0,1500,legacy_ops
opp_gen_0000711,send_reminder,2026-01-07T08:53:48.951598+00:00,1,96865,300,legacy_ops
opp_gen_0000712,send_payment_link,2026-01-07T02:13:54.859711+00:00,0,0,1500,legacy_ops
opp_gen_0000713,send_payment_link,2026-01-07T18:16:17.776786+00:00,0,0,1500,legacy_ops
opp_gen_0000717,send_payment_link,2026-01-07T02:37:38.510349+00:00,1,260092,1500,legacy_ops
opp_gen_0000720,send_payment_link,2026-01-07T04:58:23.934990+00:00,0,0,1500,legacy_ops
opp_gen_0000724,send_reminder,2026-01-07T01:41:38.409179+00:00,0,0,300,legacy_ops
opp_gen_0000725,send_payment_link,2026-01-07T22:19:52.969496+00:00,1,52324,1500,legacy_ops
opp_gen_0000726,send_payment_link,2026-01-07T04:47:25.076679+00:00,1,153688,1500,legacy_ops
opp_gen_0000734,send_reminder,2026-01-07T09:41:23.242086+00:00,0,0,300,legacy_ops
opp_gen_0000736,send_payment_link,2026-01-07T12:52:37.239817+00:00,1,157712,1500,legacy_ops
opp_gen_0000742,send_reminder,2026-01-07T10:06:15.856549+00:00,1,127952,300,legacy_ops
opp_gen_0000744,send_reminder,2026-01-07T21:30:07.512689+00:00,0,0,300,legacy_ops
opp_gen_0000746,send_payment_link,2026-01-07T11:38:55.888446+00:00,1,1629817,1500,legacy_ops
opp_gen_0000748,prompt_card_change,2026-01-07T16:46:30.881069+00:00,0,0,2000,legacy_ops
opp_gen_0000749,send_reminder,2026-01-07T22:20:38.961846+00:00,1,51914,300,legacy_ops
opp_gen_0000757,send_payment_link,2026-01-07T11:18:59.219407+00:00,1,904040,1500,legacy_ops
opp_gen_0000762,send_payment_link,2026-01-07T22:31:46.753308+00:00,1,971822,1500,legacy_ops
opp_gen_0000764,send_reminder,2026-01-07T01:43:53.493655+00:00,0,0,300,legacy_ops
opp_gen_0000770,send_payment_link,2026-01-07T16:43:49.009207+00:00,1,411494,1500,legacy_ops
opp_gen_0000775,send_payment_link,2026-01-07T13:42:46.381169+00:00,1,973021,1500,legacy_ops
opp_gen_0000779,send_reminder,2026-01-08T11:53:57.252258+00:00,0,0,300,legacy_ops
opp_gen_0000780,wait_for_native_retry,2026-01-08T03:00:07.186143+00:00,1,59007,0,legacy_ops
opp_gen_0000782,send_payment_link,2026-01-08T03:58:19.368112+00:00,0,0,1500,legacy_ops
opp_gen_0000785,send_payment_link,2026-01-08T01:46:32.687215+00:00,1,164770,1500,legacy_ops
opp_gen_0000793,send_payment_link,2026-01-08T13:29:31.658451+00:00,0,0,1500,legacy_ops
opp_gen_0000795,send_payment_link,2026-01-08T11:17:43.017191+00:00,1,566172,1500,legacy_ops
opp_gen_0000797,wait_for_native_retry,2026-01-08T09:33:37.013580+00:00,1,207932,0,legacy_ops
opp_gen_0000799,send_payment_link,2026-01-08T20:15:49.676494+00:00,1,868137,1500,legacy_ops
opp_gen_0000800,send_reminder,2026-01-08T06:18:30.878326+00:00,1,169493,300,legacy_ops
opp_gen_0000806,send_reminder,2026-01-08T02:43:27.129714+00:00,0,0,300,legacy_ops
opp_gen_0000808,send_reminder,2026-01-08T04:10:32.952710+00:00,0,0,300,legacy_ops
opp_gen_0000811,wait_for_native_retry,2026-01-08T21:28:33.564899+00:00,0,0,0,legacy_ops
opp_gen_0000818,send_payment_link,2026-01-09T00:15:29.863325+00:00,0,0,1500,legacy_ops
opp_gen_0000830,send_payment_link,2026-01-08T15:05:03.534678+00:00,0,0,1500,legacy_ops
opp_gen_0000831,send_payment_link,2026-01-08T21:21:01.502220+00:00,1,1031940,1500,legacy_ops
opp_gen_0000832,send_payment_link,2026-01-08T03:02:15.961427+00:00,1,572721,1500,legacy_ops
opp_gen_0000842,wait_for_native_retry,2026-01-08T12:47:03.419941+00:00,1,258297,0,legacy_ops
opp_gen_0000845,prompt_card_change,2026-01-08T17:44:21.981143+00:00,1,247077,2000,legacy_ops
opp_gen_0000849,send_reminder,2026-01-08T11:18:36.881028+00:00,1,99228,300,legacy_ops
opp_gen_0000850,send_payment_link,2026-01-08T03:06:46.167366+00:00,1,1439904,1500,legacy_ops
opp_gen_0000852,send_payment_link,2026-01-08T14:32:45.455153+00:00,1,47186,1500,legacy_ops
opp_gen_0000856,send_reminder,2026-01-08T07:32:05.161824+00:00,0,0,300,legacy_ops
opp_gen_0000857,send_payment_link,2026-01-08T12:12:42.905492+00:00,0,0,1500,legacy_ops
opp_gen_0000858,send_reminder,2026-01-08T11:53:12.711773+00:00,1,179296,300,legacy_ops
opp_gen_0000862,send_payment_link,2026-01-08T16:58:05.520579+00:00,0,0,1500,legacy_ops
opp_gen_0000863,send_payment_link,2026-01-08T08:54:51.360811+00:00,0,0,1500,legacy_ops
opp_gen_0000867,send_payment_link,2026-01-08T01:13:04.323474+00:00,1,108038,1500,legacy_ops
opp_gen_0000870,send_reminder,2026-01-08T04:28:24.972069+00:00,0,0,300,legacy_ops
opp_gen_0000872,send_payment_link,2026-01-08T12:20:02.861078+00:00,1,119518,1500,legacy_ops
opp_gen_0000874,prompt_card_change,2026-01-08T03:01:07.569719+00:00,1,293295,2000,legacy_ops
opp_gen_0000878,send_payment_link,2026-01-08T02:02:19.465698+00:00,1,3024810,1500,legacy_ops
opp_gen_0000879,send_payment_link,2026-01-09T22:07:17.835483+00:00,0,0,1500,legacy_ops
opp_gen_0000882,prompt_card_change,2026-01-09T13:11:07.642149+00:00,0,0,2000,legacy_ops
opp_gen_0000886,send_payment_link,2026-01-09T13:59:39.829633+00:00,0,0,1500,legacy_ops
opp_gen_0000895,send_payment_link,2026-01-09T01:27:40.989182+00:00,0,0,1500,legacy_ops
opp_gen_0000899,send_reminder,2026-01-09T07:00:25.951483+00:00,1,155535,300,legacy_ops
opp_gen_0000902,send_payment_link,2026-01-09T02:20:09.767509+00:00,0,0,1500,legacy_ops
opp_gen_0000911,send_payment_link,2026-01-10T00:22:51.560643+00:00,1,2446592,1500,legacy_ops
opp_gen_0000916,send_payment_link,2026-01-09T07:28:39.696387+00:00,1,184739,1500,legacy_ops
opp_gen_0000918,send_payment_link,2026-01-09T23:31:58.476908+00:00,1,121854,1500,legacy_ops
opp_gen_0000922,send_reminder,2026-01-09T16:34:15.714622+00:00,0,0,300,legacy_ops
opp_gen_0000925,send_reminder,2026-01-09T06:15:42.580475+00:00,1,258229,300,legacy_ops
opp_gen_0000926,send_reminder,2026-01-09T06:11:25.696574+00:00,0,0,300,legacy_ops
opp_gen_0000927,send_payment_link,2026-01-09T00:50:58.082980+00:00,0,0,1500,legacy_ops
opp_gen_0000932,send_payment_link,2026-01-09T02:29:50.166486+00:00,0,0,1500,legacy_ops
opp_gen_0000934,send_reminder,2026-01-09T07:26:52.600657+00:00,1,42562,300,legacy_ops
opp_gen_0000947,send_reminder,2026-01-09T01:51:17.743079+00:00,1,140524,300,legacy_ops
opp_gen_0000952,send_payment_link,2026-01-09T22:38:15.875325+00:00,1,4299931,1500,legacy_ops
opp_gen_0000958,send_reminder,2026-01-09T07:35:41.051344+00:00,1,97935,300,legacy_ops
opp_gen_0000960,send_payment_link,2026-01-09T13:01:04.355208+00:00,0,0,1500,legacy_ops
opp_gen_0000961,send_payment_link,2026-01-09T08:06:19.081122+00:00,0,0,1500,legacy_ops
opp_gen_0000963,send_payment_link,2026-01-09T10:24:20.130117+00:00,1,118509,1500,legacy_ops
opp_gen_0000975,wait_for_native_retry,2026-01-10T15:40:01.236079+00:00,0,0,0,legacy_ops
opp_gen_0000976,send_payment_link,2026-01-11T00:10:58.719096+00:00,0,0,1500,legacy_ops
opp_gen_0000978,send_reminder,2026-01-10T20:27:59.540269+00:00,0,0,300,legacy_ops
opp_gen_0000979,send_payment_link,2026-01-10T07:57:35.400833+00:00,1,821210,1500,legacy_ops
opp_gen_0000982,send_payment_link,2026-01-10T05:07:47.149196+00:00,0,0,1500,legacy_ops
opp_gen_0000987,send_reminder,2026-01-10T21:56:49.416543+00:00,0,0,300,legacy_ops
opp_gen_0000996,send_payment_link,2026-01-10T01:13:55.348568+00:00,1,200707,1500,legacy_ops
opp_gen_0000997,send_reminder,2026-01-10T12:14:00.075908+00:00,0,0,300,legacy_ops
opp_gen_0001001,prompt_card_change,2026-01-10T23:41:28.776323+00:00,1,253980,2000,legacy_ops
opp_gen_0001006,send_payment_link,2026-01-10T07:29:40.706486+00:00,0,0,1500,legacy_ops
opp_gen_0001007,send_payment_link,2026-01-10T16:28:39.899501+00:00,1,132108,1500,legacy_ops
opp_gen_0001008,send_payment_link,2026-01-10T20:46:40.094469+00:00,0,0,1500,legacy_ops
opp_gen_0001009,send_reminder,2026-01-10T10:37:07.702344+00:00,0,0,300,legacy_ops
opp_gen_0001010,send_payment_link,2026-01-10T01:55:36.908271+00:00,0,0,1500,legacy_ops
opp_gen_0001011,send_reminder,2026-01-10T01:09:30.293510+00:00,0,0,300,legacy_ops
opp_gen_0001017,send_payment_link,2026-01-10T01:11:34.498175+00:00,0,0,1500,legacy_ops
opp_gen_0001024,send_reminder,2026-01-10T06:16:06.012403+00:00,1,248665,300,legacy_ops
opp_gen_0001031,wait_for_native_retry,2026-01-10T11:39:30.726274+00:00,1,54756,0,legacy_ops
opp_gen_0001037,send_reminder,2026-01-10T04:41:50.807575+00:00,1,57243,300,legacy_ops
opp_gen_0001038,send_payment_link,2026-01-10T11:45:33.446467+00:00,1,727419,1500,legacy_ops
opp_gen_0001039,wait_for_native_retry,2026-01-10T21:44:56.511394+00:00,0,0,0,legacy_ops
opp_gen_0001042,send_payment_link,2026-01-10T14:17:10.976265+00:00,1,1551908,1500,legacy_ops
opp_gen_0001046,send_payment_link,2026-01-10T09:57:35.837217+00:00,1,583276,1500,legacy_ops
opp_gen_0001051,send_reminder,2026-01-10T23:10:06.782828+00:00,1,121931,300,legacy_ops
opp_gen_0001058,send_reminder,2026-01-10T14:48:40.561982+00:00,0,0,300,legacy_ops
opp_gen_0001063,send_reminder,2026-01-10T01:19:16.680060+00:00,1,126887,300,legacy_ops
opp_gen_0001072,send_reminder,2026-01-11T18:10:32.576498+00:00,0,0,300,legacy_ops
opp_gen_0001076,send_payment_link,2026-01-12T00:04:17.972330+00:00,0,0,1500,legacy_ops
opp_gen_0001082,send_reminder,2026-01-11T06:43:55.530209+00:00,1,248270,300,legacy_ops
