payment_id,customer_id,merchant_id,ts,amount_minor,method,bank,status,error_reason,error_source,is_subscription
pay_gen_0000068,cust_003068,merch_saas_subscriptions,2026-01-01T15:24:00+00:00,1216994,upi,SBI,captured,,,0
pay_gen_0000069,cust_001475,merch_saas_subscriptions,2026-01-01T17:03:00+00:00,53445,wallet,freecharge,captured,,,0
pay_gen_0000070,cust_006400,merch_saas_subscriptions,2026-01-01T14:36:00+00:00,559452,netbanking,AXIS,captured,,,1
pay_gen_0000071,cust_000689,merch_prime_retail,2026-01-01T21:31:00+00:00,155730,card,SBI,captured,,,0
pay_gen_0000072,cust_006611,merch_saas_subscriptions,2026-01-01T16:35:00+00:00,157448,card,KOTAK,captured,,,0
pay_gen_0000073,cust_003340,merch_saas_subscriptions,2026-01-01T01:52:00+00:00,285899,card,ICICI,captured,,,0
pay_gen_0000074,cust_002025,merch_d2c_fashion,2026-01-01T00:56:00+00:00,97228,card,HDFC,failed,authentication_required,gateway,0
pay_gen_0000075,cust_000178,merch_prime_retail,2026-01-01T00:25:00+00:00,229727,upi,SBI,failed,authentication_required,bank,0
pay_gen_0000076,cust_006741,merch_prime_retail,2026-01-01T06:51:00+00:00,246236,upi,ICICI,captured,,,0
pay_gen_0000077,cust_000338,merch_d2c_fashion,2026-01-01T04:38:00+00:00,2000000,upi,KOTAK,captured,,,0
pay_gen_0000078,cust_002533,merch_prime_retail,2026-01-01T04:44:00+00:00,298183,upi,HDFC,captured,,,0
pay_gen_0000079,cust_003046,merch_prime_retail,2026-01-01T10:57:00+00:00,39809,card,SBI,captured,,,0
pay_gen_0000080,cust_007937,merch_saas_subscriptions,2026-01-01T19:13:00+00:00,157006,card,AXIS,captured,,,0
pay_gen_0000081,cust_002475,merch_prime_retail,2026-01-01T22:47:00+00:00,619020,card,HDFC,captured,,,0
pay_gen_0000082,cust_003046,merch_prime_retail,2026-01-01T21:40:00+00:00,88528,upi,ICICI,captured,,,0
pay_gen_0000083,cust_002796,merch_saas_subscriptions,2026-01-01T19:48:00+00:00,197109,netbanking,AXIS,failed,user_authentication_failed,bank,0
pay_gen_0000084,cust_000130,merch_prime_retail,2026-01-01T13:53:00+00:00,467143,upi,ICICI,captured,,,0
pay_gen_0000085,cust_003935,merch_d2c_fashion,2026-01-01T03:08:00+00:00,688135,card,ICICI,captured,,,0
pay_gen_0000086,cust_002135,merch_saas_subscriptions,2026-01-01T18:21:00+00:00,126914,card,SBI,failed,card_expired,network,0
pay_gen_0000087,cust_004502,merch_saas_subscriptions,2026-01-01T12:11:00+00:00,2155408,card,AXIS,failed,insufficient_funds,bank,0
pay_gen_0000088,cust_001674,merch_d2c_fashion,2026-01-01T10:31:00+00:00,130592,card,SBI,captured,,,0
pay_gen_0000089,cust_004990,merch_prime_retail,2026-01-01T17:27:00+00:00,4150689,upi,HDFC,failed,user_authentication_failed,gateway,0
pay_gen_0000090,cust_007120,merch_prime_retail,2026-01-01T22:21:00+00:00,173256,card,KOTAK,captured,,,0
pay_gen_0000091,cust_002868,merch_saas_subscriptions,2026-01-01T03:17:00+00:00,128262,upi,ICICI,captured,,,0
pay_gen_0000092,cust_001369,merch_saas_subscriptions,2026-01-01T20:28:00+00:00,260260,netbanking,SBI,failed,timeout,bank,0
pay_gen_0000093,cust_007683,merch_saas_subscriptions,2026-01-01T17:09:00+00:00,3612110,card,HDFC,captured,,,0
pay_gen_0000094,cust_005398,merch_prime_retail,2026-01-01T15:00:00+00:00,1497007,upi,SBI,captured,,,0
pay_gen_0000095,cust_003638,merch_prime_retail,2026-01-01T02:12:00+00:00,107851,upi,KOTAK,captured,,,0
pay_gen_0000096,cust_001747,merch_saas_subscriptions,2026-01-01T18:04:00+00:00,636293,card,ICICI,captured,,,0
pay_gen_0000097,cust_007999,merch_prime_retail,2026-01-01T20:19:00+00:00,92209,wallet,freecharge,captured,,,0
pay_gen_0000098,cust_007377,merch_prime_retail,2026-01-01T02:47:00+00:00,99395,wallet,PPI,captured,,,0
pay_gen_0000099,cust_002789,merch_saas_subscriptions,2026-01-01T16:27:00+00:00,267225,card,AXIS,captured,,,0
pay_gen_0000100,cust_005666,merch_saas_subscriptions,2026-01-01T07:22:00+00:00,3784129,card,SBI,captured,,,0
pay_gen_0000101,cust_006481,merch_prime_retail,2026-01-01T05:33:00+00:00,260601,netbanking,ICICI,captured,,,0
pay_gen_0000102,cust_004162,merch_d2c_fashion,2026-01-01T21:35:00+00:00,464973,netbanking,HDFC,captured,,,0
pay_gen_0000103,cust_002154,merch_prime_retail,2026-01-01T20:20:00+00:00,52724,upi,ICICI,captured,,,0
pay_gen_0000104,cust_004817,merch_prime_retail,2026-01-01T17:36:00+00:00,496402,upi,SBI,captured,,,0
pay_gen_0000105,cust_004503,merch_prime_retail,2026-01-01T10:44:00+00:00,462637,wallet,PPI,captured,,,0
pay_gen_0000106,cust_005829,merch_prime_retail,2026-01-01T12:28:00+00:00,136998,upi,ICICI,captured,,,0
pay_gen_0000107,cust_002177,merch_d2c_fashion,2026-01-01T02:05:00+00:00,36010,upi,HDFC,captured,,,0
pay_gen_0000108,cust_000694,merch_d2c_fashion,2026-01-01T01:35:00+00:00,197588,netbanking,AXIS,failed,processing_error,bank,0
pay_gen_0000109,cust_004041,merch_saas_subscriptions,2026-01-01T13:31:00+00:00,56532,upi,SBI,captured,,,0
pay_gen_0000110,cust_005426,merch_prime_retail,2026-01-01T20:06:00+00:00,258460,card,ICICI,captured,,,0
pay_gen_0000111,cust_003861,merch_d2c_fashion,2026-01-01T04:57:00+00:00,711993,card,ICICI,captured,,,0
pay_gen_0000112,cust_005397,merch_prime_retail,2026-01-01T06:16:00+00:00,1278775,upi,HDFC,captured,,,0
pay_gen_0000113,cust_004185,merch_prime_retail,2026-01-01T00:58:00+00:00,462715,upi,ICICI,captured,,,0
pay_gen_0000114,cust_003641,merch_d2c_fashion,2026-01-01T15:08:00+00:00,200883,upi,AXIS,failed,invalid_card,gateway,0
pay_gen_0000115,cust_001936,merch_prime_retail,2026-01-01T21:20:00+00:00,396198,upi,SBI,captured,,,0
pay_gen_0000116,cust_006200,merch_prime_retail,2026-01-01T16:24:00+00:00,1512427,upi,KOTAK,captured,,,0
pay_gen_0000117,cust_003312,merch_prime_retail,2026-01-01T23:59:00+00:00,524248,upi,HDFC,captured,,,0
pay_gen_0000118,cust_005328,merch_prime_retail,2026-01-01T19:35:00+00:00,76098,upi,KOTAK,captured,,,0
pay_gen_0000119,cust_001283,merch_prime_retail,2026-01-01T09:13:00+00:00,44614,card,SBI,captured,,,0
pay_gen_0000120,cust_004827,merch_prime_retail,2026-01-01T23:32:00+00:00,1802433,upi,ICICI,captured,,,0
pay_gen_0000121,cust_000176,merch_d2c_fashion,2026-01-01T21:17:00+00:00,833293,wallet,freecharge,failed,timeout,gateway,0
pay_gen_0000122,cust_005356,merch_saas_subscriptions,2026-01-01T19:25:00+00:00,117027,upi,AXIS,captured,,,0
pay_gen_0000123,cust_004233,merch_prime_retail,2026-01-01T03:32:00+00:00,172295,card,KOTAK,captured,,,0
pay_gen_0000124,cust_004810,merch_saas_subscriptions,2026-01-01T06:18:00+00:00,121491,netbanking,ICICI,failed,gateway_error,network,0
pay_gen_0000125,cust_003427,merch_prime_retail,2026-01-01T05:03:00+00:00,1159067,netbanking,HDFC,failed,processing_error,bank,0
pay_gen_0000126,cust_004552,merch_d2c_fashion,2026-01-01T21:33:00+00:00,1184527,upi,ICICI,captured,,,0
pay_gen_0000127,cust_003107,merch_prime_retail,2026-01-01T13:18:00+00:00,48413,upi,ICICI,failed,authentication_required,network,0
pay_gen_0000128,cust_000646,merch_saas_subscriptions,2026-01-01T21:58:00+00:00,801455,upi,ICICI,failed,user_authentication_failed,network,0
pay_gen_0000129,cust_001582,merch_saas_subscriptions,2026-01-01T00:58:00+00:00,1104533,card,SBI,captured,,,0
pay_gen_0000130,cust_003482,merch_d2c_fashion,2026-01-01T13:39:00+00:00,221824,netbanking,ICICI,failed,timeout,network,0
pay_gen_0000131,cust_006781,merch_saas_subscriptions,2026-01-01T17:42:00+00:00,86523,upi,HDFC,failed,card_insufficient_funds,gateway,0
pay_gen_0000132,cust_004231,merch_d2c_fashion,2026-01-01T11:51:00+00:00,35496,card,ICICI,failed,authentication_required,bank,0
pay_gen_0000133,cust_006019,merch_d2c_fashion,2026-01-01T07:29:00+00:00,54571,upi,ICICI,captured,,,0
pay_gen_0000134,cust_004540,merch_saas_subscriptions,2026-01-01T21:57:00+00:00,129666,wallet,amazonpay,captured,,,0
pay_gen_0000135,cust_002595,merch_prime_retail,2026-01-01T05:39:00+00:00,722888,card,SBI,captured,,,0
pay_gen_0000136,cust_005690,merch_prime_retail,2026-01-01T04:31:00+00:00,186226,upi,ICICI,captured,,,0
pay_gen_0000137,cust_004041,merch_saas_subscriptions,2026-01-01T01:21:00+00:00,178290,upi,AXIS,captured,,,0
pay_gen_0000138,cust_002687,merch_prime_retail,2026-01-01T00:15:00+00:00,86400,upi,KOTAK,captured,,,0
pay_gen_0000139,cust_002608,merch_saas_subscriptions,2026-01-01T22:04:00+00:00,140743,netbanking,HDFC,captured,,,0
pay_gen_0000140,cust_006363,merch_saas_subscriptions,2026-01-01T02:42:00+00:00,296424,upi,ICICI,captured,,,0
pay_gen_0000141,cust_006522,merch_prime_retail,2026-01-01T02:43:00+00:00,119329,netbanking,SBI,failed,card_insufficient_funds,bank,0
pay_gen_0000142,cust_001194,merch_saas_subscriptions,2026-01-01T17:13:00+00:00,211243,upi,HDFC,captured,,,0
pay_gen_0000143,cust_004469,merch_prime_retail,2026-01-01T01:19:00+00:00,283110,card,HDFC,captured,,,0
pay_gen_0000144,cust_005119,merch_saas_subscriptions,2026-01-01T14:22:00+00:00,86331,netbanking,SBI,failed,user_authentication_failed,bank,0
pay_gen_0000145,cust_003305,merch_prime_retail,2026-01-01T12:57:00+00:00,84195,upi,KOTAK,failed,card_insufficient_funds,bank,0
pay_gen_0000146,cust_001180,merch_d2c_fashion,2026-01-01T04:41:00+00:00,795699,upi,ICICI,captured,,,0
pay_gen_0000147,cust_005472,merch_saas_subscriptions,2026-01-01T03:38:00+00:00,148118,upi,HDFC,captured,,,0
pay_gen_0000148,cust_005475,merch_d2c_fashion,2026-01-01T17:08:00+00:00,705543,upi,AXIS,captured,,,0
pay_gen_0000149,cust_003639,merch_prime_retail,2026-01-01T14:55:00+00:00,49523,upi,ICICI,captured,,,0
pay_gen_0000150,cust_001300,merch_saas_subscriptions,2026-01-01T19:51:00+00:00,118578,card,KOTAK,captured,,,0
pay_gen_0000151,cust_007659,merch_prime_retail,2026-01-01T13:51:00+00:00,703112,upi,ICICI,captured,,,0
pay_gen_0000152,cust_001979,merch_prime_retail,2026-01-01T03:17:00+00:00,41555,card,HDFC,captured,,,0
pay_gen_0000153,cust_002149,merch_saas_subscriptions,2026-01-01T18:18:00+00:00,408617,netbanking,SBI,failed,authentication_required,network,0
pay_gen_0000154,cust_003732,merch_prime_retail,2026-01-01T14:42:00+00:00,971469,upi,HDFC,captured,,,0
pay_gen_0000155,cust_002275,merch_saas_subscriptions,2026-01-01T13:47:00+00:00,84584,netbanking,HDFC,failed,network_error,gateway,0
pay_gen_0000156,cust_005392,merch_saas_subscriptions,2026-01-01T22:30:00+00:00,442257,upi,KOTAK,failed,network_error,network,0
pay_gen_0000157,cust_002871,merch_d2c_fashion,2026-01-01T20:28:00+00:00,233051,card,ICICI,failed,network_error,network,0
pay_gen_0000158,cust_004401,merch_prime_retail,2026-01-01T23:52:00+00:00,134607,upi,SBI,captured,,,0
pay_gen_0000159,cust_002936,merch_saas_subscriptions,2026-01-01T07:20:00+00:00,686292,card,AXIS,captured,,,0
pay_gen_0000160,cust_004516,merch_prime_retail,2026-01-01T19:45:00+00:00,948327,upi,SBI,captured,,,0
pay_gen_0000161,cust_004850,merch_saas_subscriptions,2026-01-01T14:50:00+00:00,295204,card,SBI,captured,,,0
pay_gen_0000162,cust_001605,merch_d2c_fashion,2026-01-01T01:31:00+00:00,39527,card,SBI,captured,,,0
pay_gen_0000163,cust_000548,merch_saas_subscriptions,2026-01-01T16:41:00+00:00,46363,netbanking,HDFC,captured,,,0
pay_gen_0000164,cust_000686,merch_saas_subscriptions,2026-01-01T21:30:00+00:00,164704,netbanking,SBI,captured,,,0
pay_gen_0000165,cust_001760,merch_prime_retail,2026-01-01T02:48:00+00:00,40360,upi,SBI,captured,,,0
pay_gen_0000166,cust_003789,merch_prime_retail,2026-01-01T20:24:00+00:00,3604601,upi,ICICI,captured,,,0
pay_gen_0000167,cust_007650,merch_prime_retail,2026-01-01T10:06:00+00:00,301108,netbanking,SBI,captured,,,0
pay_gen_0000168,cust_006421,merch_prime_retail,2026-01-01T04:53:00+00:00,251357,upi,HDFC,captured,,,0
pay_gen_0000169,cust_002214,merch_saas_subscriptions,2026-01-01T14:38:00+00:00,138012,upi,HDFC,captured,,,0
pay_gen_0000170,cust_005616,merch_prime_retail,2026-01-01T07:17:00+00:00,109262,upi,AXIS,captured,,,0
pay_gen_0000171,cust_001388,merch_saas_subscriptions,2026-01-01T10:53:00+00:00,168779,netbanking,HDFC,captured,,,0
pay_gen_0000172,cust_007146,merch_saas_subscriptions,2026-01-01T22:59:00+00:00,39903,card,ICICI,captured,,,0
pay_gen_0000173,cust_007068,merch_prime_retail,2026-01-01T21:47:00+00:00,43252,upi,HDFC,captured,,,0
pay_gen_0000174,cust_005557,merch_d2c_fashion,2026-01-01T09:48:00+00:00,168722,upi,KOTAK,failed,network_error,bank,0
pay_gen_0000175,cust_000169,merch_d2c_fashion,2026-01-01T15:12:00+00:00,272481,upi,ICICI,captured,,,0
pay_gen_0000176,cust_003726,merch_d2c_fashion,2026-01-01T12:56:00+00:00,66282,upi,HDFC,captured,,,0
pay_gen_0000177,cust_007750,merch_d2c_fashion,2026-01-01T22:05:00+00:00,183830,upi,HDFC,captured,,,0
pay_gen_0000178,cust_007939,merch_prime_retail,2026-01-01T17:45:00+00:00,3538244,upi,KOTAK,captured,,,0
pay_gen_0000179,cust_000518,merch_saas_subscriptions,2026-01-01T22:28:00+00:00,244306,netbanking,HDFC,captured,,,0
pay_gen_0000180,cust_000392,merch_d2c_fashion,2026-01-01T07:53:00+00:00,80082,upi,HDFC,captured,,,1
pay_gen_0000181,cust_006423,merch_d2c_fashion,2026-01-01T19:34:00+00:00,106384,upi,SBI,captured,,,0
pay_gen_0000182,cust_003149,merch_d2c_fashion,2026-01-01T15:26:00+00:00,161232,upi,KOTAK,failed,processing_error,bank,0
pay_gen_0000183,cust_002681,merch_prime_retail,2026-01-01T10:07:00+00:00,138036,wallet,amazonpay,captured,,,0
pay_gen_0000184,cust_002972,merch_prime_retail,2026-01-01T17:10:00+00:00,958864,card,KOTAK,captured,,,0
pay_gen_0000185,cust_003523,merch_d2c_fashion,2026-01-01T10:23:00+00:00,941622,upi,KOTAK,failed,card_insufficient_funds,bank,0
pay_gen_0000186,cust_003244,merch_d2c_fashion,2026-01-01T20:05:00+00:00,259680,upi,KOTAK,captured,,,0
pay_gen_0000187,cust_002175,merch_d2c_fashion,2026-01-01T21:18:00+00:00,1179139,upi,HDFC,captured,,,0
pay_gen_0000188,cust_005933,merch_saas_subscriptions,2026-01-01T09:45:00+00:00,116385,upi,HDFC,failed,authentication_required,gateway,0
pay_gen_0000189,cust_002191,merch_saas_subscriptions,2026-01-01T03:25:00+00:00,1251308,upi,ICICI,captured,,,0
pay_gen_0000190,cust_000291,merch_prime_retail,2026-01-01T08:12:00+00:00,1004481,upi,HDFC,captured,,,0
pay_gen_0000191,cust_000913,merch_d2c_fashion,2026-01-01T00:58:00+00:00,744375,card,HDFC,captured,,,1
pay_gen_0000192,cust_007217,merch_prime_retail,2026-01-01T18:23:00+00:00,672130,upi,SBI,captured,,,0
pay_gen_0000193,cust_003237,merch_d2c_fashion,2026-01-01T05:58:00+00:00,37494,wallet,freecharge,captured,,,0
pay_gen_0000194,cust_006470,merch_prime_retail,2026-01-01T13:48:00+00:00,46144,card,AXIS,captured,,,0
pay_gen_0000195,cust_004050,merch_d2c_fashion,2026-01-01T21:51:00+00:00,73644,upi,ICICI,captured,,,1
pay_gen_0000196,cust_003088,merch_saas_subscriptions,2026-01-01T17:57:00+00:00,276352,card,HDFC,captured,,,0
pay_gen_0000197,cust_002828,merch_saas_subscriptions,2026-01-01T03:44:00+00:00,46304,upi,SBI,captured,,,0
pay_gen_0000198,cust_001234,merch_prime_retail,2026-01-01T20:27:00+00:00,94400,netbanking,AXIS,failed,card_expired,bank,0
pay_gen_0000199,cust_004612,merch_saas_subscriptions,2026-01-01T16:12:00+00:00,43482,upi,AXIS,captured,,,0
pay_gen_0000200,cust_007726,merch_prime_retail,2026-01-01T04:25:00+00:00,85863,netbanking,SBI,captured,,,0
pay_gen_0000201,cust_000608,merch_saas_subscriptions,2026-01-01T12:06:00+00:00,141414,card,AXIS,captured,,,0
pay_gen_0000202,cust_006917,merch_saas_subscriptions,2026-01-01T01:12:00+00:00,126349,card,AXIS,captured,,,0
pay_gen_0000203,cust_000845,merch_prime_retail,2026-01-01T21:22:00+00:00,997329,card,ICICI,captured,,,0
pay_gen_0000204,cust_003978,merch_prime_retail,2026-01-01T21:25:00+00:00,501303,upi,AXIS,captured,,,0
pay_gen_0000205,cust_004406,merch_prime_retail,2026-01-01T18:30:00+00:00,662878,upi,AXIS,captured,,,0
pay_gen_0000206,cust_007055,merch_prime_retail,2026-01-01T19:58:00+00:00,2598318,netbanking,AXIS,failed,authentication_required,gateway,0
pay_gen_0000207,cust_001559,merch_d2c_fashion,2026-01-01T02:48:00+00:00,40595,card,ICICI,captured,,,0
pay_gen_0000208,cust_001870,merch_prime_retail,2026-01-01T00:36:00+00:00,2026695,card,AXIS,failed,timeout,network,0
pay_gen_0000209,cust_005424,merch_d2c_fashion,2026-01-01T17:56:00+00:00,93228,card,AXIS,captured,,,1
pay_gen_0000210,cust_002474,merch_saas_subscriptions,2026-01-01T08:20:00+00:00,200057,netbanking,AXIS,captured,,,0
pay_gen_0000211,cust_004141,merch_saas_subscriptions,2026-01-01T16:26:00+00:00,103089,card,KOTAK,captured,,,1
pay_gen_0000212,cust_000361,merch_prime_retail,2026-01-01T11:28:00+00:00,95106,netbanking,AXIS,captured,,,0
pay_gen_0000213,cust_003571,merch_prime_retail,2026-01-01T06:32:00+00:00,54686,card,ICICI,captured,,,0
pay_gen_0000214,cust_005685,merch_prime_retail,2026-01-01T09:32:00+00:00,166759,upi,SBI,captured,,,0
pay_gen_0000215,cust_001778,merch_d2c_fashion,2026-01-01T21:26:00+00:00,52436,upi,ICICI,captured,,,0
pay_gen_0000216,cust_000012,merch_prime_retail,2026-01-01T21:47:00+00:00,71804,upi,KOTAK,captured,,,0
pay_gen_0000217,cust_007698,merch_saas_subscriptions,2026-01-01T06:27:00+00:00,195068,card,SBI,captured,,,0
pay_gen_0000218,cust_003446,merch_saas_subscriptions,2026-01-01T09:45:00+00:00,91548,upi,SBI,captured,,,0
pay_gen_0000219,cust_001713,merch_prime_retail,2026-01-01T21:35:00+00:00,50271,upi,HDFC,captured,,,0
pay_gen_0000220,cust_003166,merch_prime_retail,2026-01-01T19:38:00+00:00,346609,card,SBI,captured,,,0
pay_gen_0000221,cust_007319,merch_d2c_fashion,2026-01-01T06:21:00+00:00,65902,upi,HDFC,failed,card_insufficient_funds,bank,0
